rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,firstName,title,date,birthYear,Column3,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
294,1700,Manufacturing,Ruan Shuilong & family,87,China,Shangyu,Chemicals,Manufacturing,China,,TRUE,D,M,12/01/1935,Shuilong,,04/04/2023,1935,90,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
295,1700,Fashion & Retail,Sun Huaiqing & family,53,China,Guangzhou,Cosmetics,Fashion & Retail,China,,TRUE,U,M,10/02/1969,Huaiqing,,04/04/2023,1969,56,10,2,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
296,1700,Technology,Wang Minwen,59,China,Beijing,Semiconductor,Technology,China,,TRUE,D,M,11/01/1963,Minwen,,04/04/2023,1963,62,11,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
297,1700,Manufacturing,Wu Lanlan & family,49,China,Shenzhen,Packaging,Manufacturing,China,,TRUE,D,F,01/01/1974,Lanlan,,04/04/2023,1974,51,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
298,1700,Food & Beverage,Xu Bingzhong,49,China,Shenzhen,Bars,Food & Beverage,China,,TRUE,U,M,01/01/1974,Bingzhong,,04/04/2023,1974,51,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
299,1700,Manufacturing,Yang Xuegang,58,China,Beijing,Coking,Manufacturing,China,,TRUE,D,M,02/01/1965,Xuegang,,04/04/2023,1965,60,2,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
300,1700,Logistics,Zhang Xiaojuan,53,China,Shanghai,Logistics,Logistics,China,,TRUE,D,F,10/01/1969,Xiaojuan,,04/04/2023,1969,56,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
301,1700,Manufacturing,Zheng Xiaodong,59,China,Shanghai,Manufacturing,Manufacturing,China,,TRUE,D,M,03/01/1964,Xiaodong,,04/04/2023,1964,61,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
302,1700,Manufacturing,Zhong Ruonong & family,60,China,Zhuzhou,Electronics,Manufacturing,China,,TRUE,D,F,10/30/1962,Ruonong,,04/04/2023,1962,63,10,30,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
303,1600,Manufacturing,Bai Baokun,53,China,Dongguan,Hardware,Manufacturing,China,,TRUE,D,M,,Baokun,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
304,1600,Technology,Cai Huabo,47,China,Jiujiang,Electronics,Technology,China,,TRUE,N,M,01/01/1976,Huabo,,04/04/2023,1976,49,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
305,1600,Technology,Chen Tianshi,38,China,Beijing,Semiconductors,Technology,China,,TRUE,E,M,01/01/1985,Tianshi,,04/04/2023,1985,40,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
306,1600,Healthcare,Gao Yi & family,54,China,Changsha,Pharmaceuticals,Healthcare,China,,TRUE,U,M,10/25/1968,Yi,,04/04/2023,1968,57,10,25,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
307,1600,Manufacturing,Hui Lin Chit,69,China,Jinjiang,Hygiene products,Manufacturing,China,,TRUE,D,M,6/16/1953,Lin Chit,,04/04/2023,1953,72,6,16,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
308,1600,Metals & Mining,Tianjiang Jia & family,60,China,Yinchuan,Non-ferrous metals,Metals & Mining,China,,TRUE,D,M,07/01/1962,Tianjiang,,04/04/2023,1962,63,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
309,1600,Real Estate,Zhaobai Jiang,59,China,Shanghai,Real estate,Real Estate,China,,TRUE,D,M,8/17/1963,Zhaobai,,04/04/2023,1963,62,8,17,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
310,1600,Real Estate,Li Sze Lim,66,China,Guangzhou,Real estate,Real Estate,Hong Kong,,TRUE,E,M,04/01/1957,Sze Lim,,04/04/2023,1957,68,4,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
311,1600,Real Estate,Li Wa,57,China,Shenzhen,Real estate,Real Estate,Hong Kong,,TRUE,D,M,01/01/1966,Wa,,04/04/2023,1966,59,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
312,1600,Technology,Li Weiwei,46,China,Shanghai,Online games,Technology,China,,TRUE,D,M,01/01/1977,Weiwei,,04/04/2023,1977,48,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
313,1600,Technology,Liang Qin & family,51,China,Yangzhou,Semiconductor devices,Technology,China,,TRUE,D,F,10/26/1971,Qin,,04/04/2023,1971,54,10,26,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
314,1600,Manufacturing,Shang Xiaobo & family,49,China,Hefei,Manufacturing,Manufacturing,China,,TRUE,D,M,3/30/1974,Xiaobo,,04/04/2023,1974,51,3,30,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
315,1600,Media & Entertainment,Wang Changtian,57,China,Beijing,"TV, movie production",Media & Entertainment,China,,TRUE,D,M,4/26/1965,Changtian,,04/04/2023,1965,60,4,26,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
316,1600,Media & Entertainment,Ning Wang & family,36,China,Beijing,Toys,Media & Entertainment,China,,TRUE,D,M,01/01/1987,Ning,,04/04/2023,1987,38,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
317,1600,Manufacturing,Wu Ying,58,China,Xianyang,Materials,Manufacturing,China,,TRUE,D,M,4/16/1964,Ying,,04/04/2023,1964,61,4,16,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
318,1600,Healthcare,Wu Yulan,53,China,Lianyungang,Pharmaceuticals,Healthcare,China,,TRUE,D,F,8/26/1969,Yulan,,04/04/2023,1969,56,8,26,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
319,1600,Technology,Zhongyi Wu,49,China,Xiamen,electronics,Technology,China,,TRUE,D,M,10/28/1973,Zhongyi,,04/04/2023,1973,52,10,28,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
320,1600,Manufacturing,Xiang Guangming & family,59,China,Wenzhou,Waste disposal,Manufacturing,China,,TRUE,D,M,10/01/1963,Guangming,,04/04/2023,1963,62,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
321,1600,Technology,Xue Xiangdong & family,64,China,Beijing,Software,Technology,China,,TRUE,D,M,02/10/1959,Xiangdong,,04/04/2023,1959,66,2,10,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
322,1600,Technology,Steven Meng Yang & family,40,China,Changsha,Electronics,Technology,China,,TRUE,D,M,05/01/1982,Steven Meng,,04/04/2023,1982,43,5,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
323,1600,Automotive,Ye Fan & family,52,China,Dongguan,Auto dealerships,Automotive,China,,TRUE,D,M,01/01/1971,Fan,,04/04/2023,1971,54,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
324,1600,Diversified,Yi Dasheng,62,China,Changsha,Conglomerate,Diversified,China,,TRUE,D,M,02/01/1961,Dasheng,,04/04/2023,1961,64,2,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
325,1600,Manufacturing,Yu Lili,55,China,Changsha,Electronic components,Manufacturing,China,,TRUE,D,F,01/01/1968,Lili,,04/04/2023,1968,57,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
326,1600,Technology,Zeng Kaitian,48,China,Shanghai,Online games,Technology,China,,TRUE,D,M,01/01/1975,Kaitian,,04/04/2023,1975,50,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
327,1600,Metals & Mining,Zhang Xuexin & family,75,China,Liaocheng,Aluminum,Metals & Mining,China,,TRUE,D,M,07/01/1947,Xuexin,,04/04/2023,1947,78,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
328,1600,Food & Beverage,Yubai Zhang,58,China,Suqian,Wine,Food & Beverage,China,,TRUE,D,M,10/01/1964,Yubai,,04/04/2023,1964,61,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
329,1500,Manufacturing,Chu Jian,60,China,Hangzhou,Manufacturing,Manufacturing,China,,TRUE,U,M,04/01/1963,Jian,,04/04/2023,1963,62,4,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
330,1500,Manufacturing,Fu Mingkang & family,60,China,Ningbo,Manufacturing,Manufacturing,China,,TRUE,D,M,3/17/1963,Mingkang,,04/04/2023,1963,62,3,17,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
331,1500,Manufacturing,Wei Gu,58,China,Shenzhen,Consumer electronics,Manufacturing,China,,TRUE,E,M,1/27/1965,Wei,,04/04/2023,1965,60,1,27,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
332,1500,Manufacturing,He Zhenggang,69,China,Leshan,Chemicals,Manufacturing,China,,TRUE,D,M,3/25/1954,Zhenggang,,04/04/2023,1954,71,3,25,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
333,1500,Diversified,Ke Xiping & family,62,China,Xiamen,Investments,Diversified,China,,TRUE,E,M,06/07/1960,Xiping,,04/04/2023,1960,65,6,7,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
334,1500,Manufacturing,Li Jianli,50,China,Shenzhen,Lithium-ion battery cap,Manufacturing,China,,TRUE,D,M,9/27/1972,Jianli,,04/04/2023,1972,53,9,27,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
335,1500,Manufacturing,Li Jiaquan,59,China,Chengdu,Chemicals,Manufacturing,China,,TRUE,D,M,09/06/1963,Jiaquan,,04/04/2023,1963,62,9,6,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
336,1500,Fashion & Retail,Li Rucheng,71,China,Ningbo,Apparel,Fashion & Retail,China,,TRUE,D,M,6/13/1951,Rucheng,,04/04/2023,1951,74,6,13,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
337,1500,Manufacturing,Li Shui-po,66,China,Kunshan,Stainless steel products,Manufacturing,Taiwan,,TRUE,U,M,08/01/1956,Shui-po,,04/04/2023,1956,69,8,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
338,1500,Manufacturing,Liu Xiucai & family,66,China,Shanghai,Chemicals,Manufacturing,United States,,TRUE,D,M,03/01/1957,Xiucai,,04/04/2023,1957,68,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
339,1500,Automotive,Lu Zhongfang,80,China,Tonghua,Education,Automotive,China,,TRUE,D,F,12/01/1942,Zhongfang,,04/04/2023,1942,83,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
340,1500,Logistics,Lu Zongjun,59,China,Shanghai,Logistics,Logistics,China,,TRUE,D,M,06/01/1963,Zongjun,,04/04/2023,1963,62,6,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
341,1500,Real Estate,Su Suyu & family,74,China,Shantou,"Utilities, real estate",Real Estate,China,,TRUE,D,F,11/24/1948,Suyu,,04/04/2023,1948,77,11,24,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
342,1500,Food & Beverage,Tan Lili,,China,Guangzhou,Feed,Food & Beverage,China,,TRUE,D,F,,Lili,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
343,1500,Food & Beverage,Tang Binsen,40,China,Beijing,Beverages,Food & Beverage,China,,TRUE,E,M,12/12/1982,Binsen,,04/04/2023,1982,43,12,12,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
344,1500,Technology,Tang Rui,,China,Shanghai,Semiconductors,Technology,China,,TRUE,N,M,,Rui,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
345,1500,Fashion & Retail,Yuequn Tao,63,China,Hefei,Contact Lens,Fashion & Retail,China,,TRUE,D,M,01/01/1960,Yuequn,,04/04/2023,1960,65,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
346,1500,Healthcare,Wang Junmin,54,China,Chengdu,Pharmaceuticals,Healthcare,China,,TRUE,U,M,12/12/1968,Junmin,,04/04/2023,1968,57,12,12,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
347,1500,Healthcare,Weng Xianding,61,China,Shenzhen,Medical devices,Healthcare,China,,TRUE,U,M,11/28/1961,Xianding,,04/04/2023,1961,64,11,28,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
348,1500,Technology,Xiong Wu,47,China,Shenzhen,Software,Technology,China,,TRUE,E,M,01/01/1976,Wu,,04/04/2023,1976,49,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
349,1500,Media & Entertainment,Xu Zhenhua,,China,Shanghai,Online games,Media & Entertainment,China,,TRUE,E,M,,Zhenhua,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
350,1500,Technology,Xu Zhihan,50,China,Wuxi,Electronics,Technology,China,,TRUE,D,M,11/30/1972,Zhihan,,04/04/2023,1972,53,11,30,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
351,1500,Food & Beverage,Tingdong Yang,62,China,Suqian,Brewery,Food & Beverage,China,,TRUE,D,M,5/20/1960,Tingdong,,04/04/2023,1960,65,5,20,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
352,1500,Service,Michael Minhong Yu,61,China,Beijing,Education,Service,China,,TRUE,R,M,01/01/1962,Michael Minhong,,04/04/2023,1962,63,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
353,1500,Media & Entertainment,Justin Yuan,,China,Shanghai,Online games,Media & Entertainment,China,,TRUE,E,M,,Justin,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
354,1500,Service,Zhang Bangxin,43,China,Beijing,Education,Service,China,,TRUE,R,M,01/01/1980,Bangxin,,04/04/2023,1980,45,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
355,1500,Energy,Zhang Hong,,China,Hangzhou,Solar,Energy,China,,TRUE,Split Family Fortune,F,,Hong,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
356,1500,Fashion & Retail,Zhou Zongwen & family,66,China,Shenzhen,Jewelry,Fashion & Retail,China,,TRUE,D,M,03/01/1957,Zongwen,,04/04/2023,1957,68,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
357,1400,Metals & Mining,Cai Jianyong,52,China,Ningbo,Nickel,Metals & Mining,China,,TRUE,N,M,01/01/1971,Jianyong,,04/04/2023,1971,54,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
358,1400,Technology,Chen Wenyuan & family,55,China,Suzhou,Testing equipment,Technology,China,,TRUE,E,M,01/01/1968,Wenyuan,,04/04/2023,1968,57,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
359,1400,Food & Beverage,Guan Yihong,53,China,Guangzhou,Restaurant,Food & Beverage,China,,TRUE,U,M,,Yihong,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
360,1400,Automotive,He Xiaopeng,45,China,Guangzhou,Electric vehicles,Automotive,China,,TRUE,D,M,11/03/1977,Xiaopeng,,04/04/2023,1977,48,11,3,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
361,1400,Manufacturing,Huang Jinxiang & family,58,China,Xuancheng,Chemicals,Manufacturing,China,,TRUE,U,M,1/27/1965,Jinxiang,,04/04/2023,1965,60,1,27,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
362,1400,Healthcare,Ke Zunhong & family,68,China,Chengdu,Pharmaceuticals,Healthcare,China,,TRUE,D,M,07/01/1954,Zunhong,,04/04/2023,1954,71,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
363,1400,Metals & Mining,Li Jinyang,,China,Chifeng,Mining,Metals & Mining,China,,FALSE,D,F,,Jinyang,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
364,1400,Automotive,William Li,48,China,Beijing,Electric vehicles,Automotive,China,,TRUE,D,M,01/01/1975,William,,04/04/2023,1975,50,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
365,1400,Healthcare,Liu Fangyi,53,China,Shanghai,Medical equipment,Healthcare,China,,TRUE,D,M,,Fangyi,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
366,1400,Technology,Mao Lixiang & family,82,China,Ningbo,Cooking appliances,Technology,China,,TRUE,D,M,01/01/1941,Lixiang,,04/04/2023,1941,84,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
367,1400,Real Estate,Miao Shouliang,68,China,Shenzhen,Real estate,Real Estate,China,,TRUE,D,M,01/01/1955,Shouliang,,04/04/2023,1955,70,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
368,1400,Healthcare,Miao Yongjun,55,China,Zhengzhou,Clinical diagnostics,Healthcare,China,,TRUE,U,M,12/01/1967,Yongjun,,04/04/2023,1967,58,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
369,1400,Manufacturing,Pan Longquan,58,China,Nanjing,Manufacturing,Manufacturing,China,,TRUE,N,M,01/01/1965,Longquan,,04/04/2023,1965,60,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
370,1400,Real Estate,Pan Shiyi,60,China,Beijing,Real estate,Real Estate,China,,TRUE,Split Family Fortune,M,01/01/1963,Shiyi,,04/04/2023,1963,62,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
371,1400,Automotive,Qian Jinghong,50,China,Wuxi,Electric scooters,Automotive,China,,TRUE,R,F,01/01/1973,Jinghong,,04/04/2023,1973,52,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
372,1400,Manufacturing,Qin Long,57,China,Qingdao,Tire,Manufacturing,China,,TRUE,D,M,07/01/1965,Long,,04/04/2023,1965,60,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
373,1400,Technology,Jianyi Wang,60,China,Hangzhou,Fiber optic cables,Technology,China,,TRUE,U,M,01/12/1963,Jianyi,,04/04/2023,1963,62,1,12,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
374,1400,Logistics,Wang Jilei,58,China,Shanghai,Logistics,Logistics,China,,TRUE,U,M,01/01/1965,Jilei,,04/04/2023,1965,60,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
375,1400,Manufacturing,Shuifu Wang,68,China,Hangzhou,Manufacturing,Manufacturing,China,,TRUE,D,M,02/10/1955,Shuifu,,04/04/2023,1955,70,2,10,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
376,1400,Manufacturing,Wang Yanqing & family,76,China,Weihai,Carbon fiber products,Manufacturing,China,,FALSE,D,F,07/02/1946,Yanqing,,04/04/2023,1946,79,7,2,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
377,1400,Metals & Mining,Wang Zelong,26,China,Jiaozuo,Chemicals,Metals & Mining,China,,FALSE,D,M,07/01/1996,Zelong,,04/04/2023,1996,29,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
378,1400,Manufacturing,Bo Wu,68,China,Nanjing,Machinery,Manufacturing,China,,TRUE,E,M,05/01/1954,Bo,,04/04/2023,1954,71,5,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
379,1400,Manufacturing,Wu Chaoqun,53,China,Meishan,Chemicals,Manufacturing,China,,TRUE,U,M,5/18/1969,Chaoqun,,04/04/2023,1969,56,5,18,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
380,1400,Technology,Swift Xie,43,China,Shenzhen,Drones,Technology,China,DJI Technology Co.,TRUE,E,M,01/01/1980,Swift,Chief Marketing Officer,04/04/2023,1980,45,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
381,1400,Manufacturing,Xu Guozhong & family,59,China,Changzhou,Motors,Manufacturing,China,,TRUE,D,M,09/01/1963,Guozhong,,04/04/2023,1963,62,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
382,1400,Food & Beverage,Yao Kuizhang,58,China,Hengshui,Beverages,Food & Beverage,China,,TRUE,D,M,01/01/1965,Kuizhang,,04/04/2023,1965,60,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
383,1400,Real Estate,Yu Peidi,63,China,Shanghai,Real estate,Real Estate,Hong Kong,,TRUE,D,M,01/01/1960,Peidi,,04/04/2023,1960,65,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
384,1400,Healthcare,Yuan Liping,52,China,Shenzhen,Pharmaceuticals,Healthcare,Canada,,FALSE,D,F,01/01/1971,Liping,,04/04/2023,1971,54,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
385,1400,Manufacturing,Zhang Chuanwei & family,60,China,Zhongshan,Machinery,Manufacturing,China,,TRUE,D,M,6/15/1962,Chuanwei,,04/04/2023,1962,63,6,15,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
386,1400,Real Estate,Zhang Keqiang,62,China,Guangzhou,Real estate,Real Estate,China,,TRUE,D,M,4/29/1960,Keqiang,,04/04/2023,1960,65,4,29,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
387,1400,Real Estate,Zhang Xin,57,China,Beijing,Real estate,Real Estate,China,SOHO China,TRUE,Split Family Fortune,F,8/24/1965,Xin,"Cofounder, CEO",04/04/2023,1965,60,8,24,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
388,1400,Manufacturing,Xinghai Zhang & family,60,China,Chongqing,Machinery,Manufacturing,China,,TRUE,D,M,01/01/1963,Xinghai,,04/04/2023,1963,62,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
389,1400,Manufacturing,Zheng Jianjiang & family,62,China,Ningbo,Electrical equipment,Manufacturing,China,,TRUE,D,M,01/01/1961,Jianjiang,,04/04/2023,1961,64,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
390,1400,Fashion & Retail,Zhou Chengjian,57,China,Shanghai,Fashion retail,Fashion & Retail,China,,TRUE,D,M,4/30/1965,Chengjian,,04/04/2023,1965,60,4,30,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
391,1300,Technology,Cai Mingtong,71,China,Quanzhou,Electronic components,Technology,China,,TRUE,D,M,2/15/1952,Mingtong,,04/04/2023,1952,73,2,15,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
